Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price_trans,Total_Cost,Product_Name,Product_Price_prod,Company_Name,Company_Profit,Address,City,Product_Price,Month,Year,DayOfWeek,Is_Weekend,Is_High_Profit_Client,Price_Segment
57.0,76.0,1.0,3.0,2022-06-11,141752.79292926408,420000.0,FinPredictor Suite,140000,Tech Ventures 76,75301.5,"Commonwealth Ave, Barangay 202, Cebu City, Philippines",Cebu City,140000,6,2022,Saturday,1,0,Premium
58.0,28.0,2.0,16.0,2024-09-09,184595.10426175897,2688000.0,MarketMinder Analytics,168000,Global Holdings 28,61115.0,"Katipunan Ave, Brgy. 303, Taguig, Philippines",Taguig,168000,9,2024,Monday,0,0,Premium
60.0,94.0,1.0,4.0,2022-06-09,130046.13489927052,700000.0,FinPredictor Suite,140000,Pioneer Associates 94,109711.0,"Commonwealth Ave, Brgy. 202, Cebu City, Philippines!",Cebu City,140000,6,2022,Thursday,0,1,Premium
61.0,71.0,7.0,15.0,2021-11-10,161848.4118444253,2116800.0,DataBridge Integration Tool,151200,Prime Associates 71,103332.0,"EDSA, Brgy. 303, Parañaque, Philippines",Parañaque,151200,11,2021,Wednesday,0,1,Premium
62.0,30.0,2.0,7.0,2024-01-01,154604.60558444785,1008000.0,MarketMinder Analytics,168000,Quantum Holdings 30,35620.0,"EDSA, Barangay 789, Pasig, Philippines",Pasig,168000,1,2024,Monday,0,0,Premium
63.0,95.0,17.0,16.0,2021-08-03,160744.7424348349,2520000.0,RealTime Revenue,168000,Green Network 95,40051.0,"Alabang-Zapote Rd, Barangay 789, Pasig, Philippines",Pasig,168000,8,2021,Tuesday,0,0,Premium
65.0,5.0,2.0,3.0,2022-12-21,170103.4952340756,504000.0,MarketMinder Analytics,168000,Elite  Ventures  5,69427.0,"Ayala Avenue, Barangay 101, Makati, Philippines",Makati,168000,12,2022,Wednesday,0,0,Premium
67.0,73.0,11.0,5.0,2021-06-01,166372.26047601845,784000.0,OptiFlow Automation,156800,Dynamic  Ventures  73,92185.0,"Alabang-Zapote Rd, Barangay 707, Cebu City, Philippines",Cebu City,156800,6,2021,Tuesday,0,0,Premium
68.0,82.0,19.0,5.0,2024-09-19,98348.0987085968,571200.0,EcoNomix Modeler,95200,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines",Pasig,95200,9,2024,Thursday,0,0,Standard
69.0,63.0,6.0,18.0,2023-04-19,191865.8777266378,3225600.0,RevenueVue Dashboard,179200,Tech Corp 63,52787.0,"Alabang-zapote rd, barangay 606, pasig, philippines",Pasig,179200,4,2023,Wednesday,0,0,Premium
70.0,71.0,16.0,18.0,2023-04-21,105544.33952615608,2021600.0,SpendTrack Plus,106400,Prime Associates 71,103332.0,"EDSA, Brgy. 303, Parañaque, Philippines",Parañaque,106400,4,2023,Friday,0,1,Standard
71.0,48.0,13.0,18.0,2020-11-16,,3332000.0,ForecastXcelerator ,196000,Global  Corp  48,75301.5,"Katipunan ave, barangay 101, cebu city, philippines",Cebu City,196000,11,2020,Monday,0,0,Premium
72.0,48.0,15.0,16.0,2022-03-14,103000.74352604902,1612800.0,NexGen Segmentator,100800,Global  Corp  48,75301.5,"Katipunan ave, barangay 101, cebu city, philippines",Cebu City,100800,3,2022,Monday,0,0,Standard
73.0,70.0,15.0,0.0,2024-06-16,103908.50984399272,100800.0,NexGen Segmentator,100800,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",Baguio,100800,6,2024,Sunday,1,0,Standard
74.0,44.0,17.0,5.0,2022-05-09,156408.64993528827,840000.0,RealTime Revenue,168000,Tech  Solutions  44,75301.5,"Ortigas ave, barangay 202, cebu city, philippines",Cebu City,168000,5,2022,Monday,0,0,Premium
75.0,51.0,3.0,4.0,2024-02-12,102820.9381495435,504000.0,TrendWise Forecaster,100800,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines",Cebu City,100800,2,2024,Monday,0,0,Standard
76.0,12.0,2.0,5.0,2023-03-02,175224.47114178885,1008000.0,MarketMinder Analytics,168000,Quantum Network 12,91671.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",Mandaluyong,168000,3,2023,Thursday,0,0,Premium
77.0,17.0,4.0,9.0,2022-02-26,134913.4726420455,1232000.0,CustomerScope Insights,123200,Dynamic Solutions 17,100246.0,"Ayala avenue, brgy. 404, baguio, philippines",Baguio,123200,2,2022,Saturday,1,1,Standard
78.0,85.0,14.0,4.0,2021-11-13,131147.88913465323,515200.0,InsightMax Insights Platform,128800,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines",Cebu City,128800,11,2021,Saturday,1,1,Standard
80.0,91.0,18.0,17.0,2021-09-10,147779.8506633818,2284800.0,DashSync Analytics Hub,134400,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",Mandaluyong,134400,9,2021,Friday,0,1,Standard
81.0,61.0,15.0,10.0,2024-05-26,105434.57547931973,907200.0,NexGen Segmentator,100800,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines",Pasig,100800,5,2024,Sunday,1,0,Standard
82.0,73.0,9.0,16.0,2021-10-03,118755.57154855313,1792000.0,Product 9,112000,Dynamic  Ventures  73,92185.0,"Alabang-Zapote Rd, Barangay 707, Cebu City, Philippines",Cebu City,112000,10,2021,Sunday,1,0,Standard
84.5,67.0,14.0,13.0,2021-12-24,141571.51322480384,1674400.0,InsightMax Insights Platform,128800,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines",Manila,128800,12,2021,Friday,0,0,Standard
87.0,55.0,15.0,14.0,2022-07-18,107263.84366479564,1411200.0,NexGen Segmentator,100800,Innovative Holdings 55,49158.0,"Slex, barangay 404, taguig, philippines",Taguig,100800,7,2022,Monday,0,0,Standard
88.0,49.0,4.0,5.0,2022-11-07,,492800.0,CustomerScope Insights,123200,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines",Quezon City,123200,11,2022,Monday,0,1,Standard
89.0,90.0,9.0,3.0,2023-01-02,,448000.0,Product 9,112000,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines",Parañaque,112000,1,2023,Monday,0,0,Standard
90.0,14.0,12.0,5.0,2021-04-26,83863.736756466,504000.0,BudgetMaster Pro,84000,Quantum  Holdings  14,78322.0,"Roxas Blvd, Barangay 101, Parañaque, Philippines",Parañaque,84000,4,2021,Monday,0,0,Standard
93.0,41.0,16.0,4.0,2023-04-04,108901.64286708212,319200.0,SpendTrack Plus,106400,Sky Partners 41,75301.5,"Ayala Avenue, Barangay 404, Pasig, Philippines",Pasig,106400,4,2023,Tuesday,0,0,Standard
94.0,31.0,6.0,7.0,2023-03-23,190251.0482126893,1075200.0,RevenueVue Dashboard,179200,Sky Consulting 31,74258.0,"Ayala Avenue, Barangay 456, Mandaluyong, Philippines",Mandaluyong,179200,3,2023,Thursday,0,0,Premium
95.0,74.0,14.0,7.0,2021-07-13,128187.7318904306,901600.0,InsightMax Insights Platform,128800,Quantum Solutions 74,75301.5,"Commonwealth ave, barangay 404, davao city, philippines",Davao City,128800,7,2021,Tuesday,0,0,Standard
97.0,57.0,13.0,20.0,2023-11-26,206794.28050408937,3724000.0,ForecastXcelerator ,196000,Pioneer Corp 57,118114.0,"Katipunan ave, barangay 456, parañaque, philippines",Parañaque,196000,11,2023,Sunday,1,1,Premium
98.0,89.0,8.0,18.0,2021-04-09,163528.32074206884,2570400.0,RiskRadar Monitor,151200,Global Solutions 89,75301.5,"Ayala avenue, barangay 101, taguig, philippines",Taguig,151200,4,2021,Friday,0,0,Premium
99.0,97.0,17.0,16.0,2022-10-13,152117.76541522297,2520000.0,RealTime Revenue,168000,Quantum Holdings 97,33449.0,"EDSA, Barangay 789, Manila, Philippines",Manila,168000,10,2022,Thursday,0,0,Premium
102.0,17.0,15.0,16.0,2021-06-09,104998.95366752034,1713600.0,NexGen Segmentator,100800,Dynamic Solutions 17,100246.0,"Ayala avenue, brgy. 404, baguio, philippines",Baguio,100800,6,2021,Wednesday,0,1,Standard
104.0,7.0,19.0,9.0,2022-09-22,96246.31394821306,952000.0,EcoNomix Modeler,95200,Dynamic Solutions 7,36661.0,"Commonwealth Ave, Barangay 303, Pasig, Philippines",Pasig,95200,9,2022,Thursday,0,0,Standard
105.0,33.0,2.0,3.0,2022-07-18,162269.3023970475,504000.0,MarketMinder Analytics,168000,Green  Consulting  33,52003.0,"Shaw blvd, barangay 707, mandaluyong, philippines!",Mandaluyong,168000,7,2022,Monday,0,0,Premium
106.0,86.0,11.0,18.0,2022-08-28,163097.19389081703,2822400.0,OptiFlow Automation,156800,Pioneer Solutions 86,50910.0,"Alabang-Zapote Rd, Barangay 789, Baguio, Philippines",Baguio,156800,8,2022,Sunday,1,0,Premium
107.0,72.0,1.0,6.0,2022-07-01,152513.17409046597,980000.0,FinPredictor Suite,140000,Global Corp 72,102799.0,"EDSA, Barangay 303, Cebu City, Philippines",Cebu City,140000,7,2022,Friday,0,1,Premium
108.0,77.0,8.0,3.0,2022-11-06,137641.7614919734,604800.0,RiskRadar Monitor,151200,Prime Consulting 77,110398.0,"Alabang-Zapote Rd, Barangay 456, Manila, Philippines",Manila,151200,11,2022,Sunday,1,1,Premium
109.0,75.0,3.0,1.0,2024-10-14,105417.36026541964,100800.0,TrendWise Forecaster,100800,Green Industries 75,71538.0,"Commonwealth ave, barangay 123, parañaque, philippines",Parañaque,100800,10,2024,Monday,0,0,Standard
110.0,59.0,3.0,1.0,2024-09-25,99870.2218200304,100800.0,TrendWise Forecaster,100800,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines",Davao City,100800,9,2024,Wednesday,0,0,Standard
111.0,66.0,8.0,10.0,2022-08-19,151641.79332884483,1512000.0,RiskRadar Monitor,151200,Sky Ent.s 66,99381.0,"SLEX, Barangay 202, Parañaque, Philippines",Parañaque,151200,8,2022,Friday,0,0,Premium
112.0,38.0,9.0,18.0,2021-08-11,101680.82652561652,2016000.0,Product 9,112000,Sky Network 38,100977.0,"Commonwealth Ave, Barangay 202, Makati, Philippines",Makati,112000,8,2021,Wednesday,0,1,Standard
113.0,7.0,13.0,18.0,2021-01-27,191376.31687971856,3528000.0,ForecastXcelerator ,196000,Dynamic Solutions 7,36661.0,"Commonwealth Ave, Barangay 303, Pasig, Philippines",Pasig,196000,1,2021,Wednesday,0,0,Premium
114.0,51.0,10.0,11.0,2024-01-21,84500.05283143194,985600.0,SegmentX Targeting,89600,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines",Cebu City,89600,1,2024,Sunday,1,0,Standard
115.0,35.0,20.0,12.0,2022-05-04,218875.35187667463,2464000.0,FinSphere Intelligence Suite,224000,Tech  Network  35,54668.0,"Roxas Blvd, Brgy. 123, Davao City, Philippines",Davao City,224000,5,2022,Wednesday,0,0,Premium
116.0,13.0,12.0,17.0,2021-01-12,82159.19111725902,1428000.0,BudgetMaster Pro,84000,Quantum  Enterprises  13,88168.0,"Taft Ave, Barangay 606, Makati, Philippines!",Makati,84000,1,2021,Tuesday,0,0,Standard
117.0,61.0,7.0,9.0,2020-12-01,151139.15595824635,1512000.0,DataBridge Integration Tool,151200,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines",Pasig,151200,12,2020,Tuesday,0,0,Premium
118.0,54.0,17.0,2.0,2023-03-02,176448.56319073474,336000.0,RealTime Revenue,168000,Innovative Network 54,111271.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines",Quezon City,168000,3,2023,Thursday,0,1,Premium
119.0,36.0,20.0,18.0,2022-05-02,,3808000.0,FinSphere Intelligence Suite,224000,Pioneer Network 36,107259.0,"Taft Ave, Barangay 123, Pasig, Philippines",Pasig,224000,5,2022,Monday,0,1,Premium
120.0,38.0,9.0,6.0,2024-02-06,115681.41372102968,560000.0,Product 9,112000,Sky Network 38,100977.0,"Commonwealth Ave, Barangay 202, Makati, Philippines",Makati,112000,2,2024,Tuesday,0,1,Standard
121.0,70.0,16.0,16.0,2022-11-15,108641.61702588436,1808800.0,SpendTrack Plus,106400,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",Baguio,106400,11,2022,Tuesday,0,0,Standard
122.0,91.0,17.0,15.0,2024-03-08,162506.38511779875,2352000.0,RealTime Revenue,168000,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",Mandaluyong,168000,3,2024,Friday,0,1,Premium
123.0,79.0,6.0,18.0,2020-11-16,183310.2074673072,3404800.0,RevenueVue Dashboard,179200,Sky Ventures 79,83106.0,"Alabang-Zapote Rd, Barangay 505, Parañaque, Philippines",Parañaque,179200,11,2020,Monday,0,0,Premium
124.0,19.0,15.0,14.0,2024-04-30,92213.84453308376,1411200.0,NexGen Segmentator,100800,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",Baguio,100800,4,2024,Tuesday,0,0,Standard
125.0,29.0,17.0,12.0,2020-11-01,170160.19274658096,1848000.0,RealTime Revenue,168000,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!",Makati,168000,11,2020,Sunday,1,0,Premium
127.0,64.0,5.0,4.0,2022-11-18,75943.08246453946,252000.0,SalesSync Optimizer,84000,Sky Consulting 64,94703.0,"Ortigas Ave, Barangay 202, Mandaluyong, Philippines",Mandaluyong,84000,11,2022,Friday,0,0,Standard
128.0,32.0,7.0,19.0,2023-12-06,144758.7228621528,2721600.0,DataBridge Integration Tool,151200,Prime  Consulting  32,34470.0,"Roxas blvd, barangay 505, quezon city, philippines",Quezon City,151200,12,2023,Wednesday,0,0,Premium
129.0,90.0,12.0,2.0,2021-01-04,85230.17025938461,168000.0,BudgetMaster Pro,84000,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines",Parañaque,84000,1,2021,Monday,0,0,Standard
133.0,98.0,3.0,9.0,2024-03-24,97574.64229438636,806400.0,TrendWise Forecaster,100800,Pioneer Ventures 98,71095.0,"Roxas Blvd, Barangay 123, Taguig, Philippines",Taguig,100800,3,2024,Sunday,1,0,Standard
134.0,51.0,15.0,3.0,2023-05-02,107741.13064878792,201600.0,NexGen Segmentator,100800,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines",Cebu City,100800,5,2023,Tuesday,0,0,Standard
135.0,70.0,1.0,7.0,2021-07-17,145919.92900093284,980000.0,FinPredictor Suite,140000,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",Baguio,140000,7,2021,Saturday,1,0,Premium
137.0,48.0,16.0,18.0,2023-07-24,112346.74143720766,1915200.0,SpendTrack Plus,106400,Global  Corp  48,75301.5,"Katipunan ave, barangay 101, cebu city, philippines",Cebu City,106400,7,2023,Monday,0,0,Standard
138.0,29.0,6.0,6.0,2022-08-23,189940.47942726687,896000.0,RevenueVue Dashboard,179200,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!",Makati,179200,8,2022,Tuesday,0,0,Premium
141.0,76.0,2.0,10.0,2024-03-13,177689.48274149,1512000.0,MarketMinder Analytics,168000,Tech Ventures 76,75301.5,"Commonwealth Ave, Barangay 202, Cebu City, Philippines",Cebu City,168000,3,2024,Wednesday,0,0,Premium
142.0,49.0,13.0,17.0,2024-05-24,180318.09155612305,3528000.0,ForecastXcelerator ,196000,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines",Quezon City,196000,5,2024,Friday,0,1,Premium
143.0,63.0,9.0,1.0,2024-06-20,104333.86047275942,224000.0,Product 9,112000,Tech Corp 63,52787.0,"Alabang-zapote rd, barangay 606, pasig, philippines",Pasig,112000,6,2024,Thursday,0,0,Standard
145.0,78.0,14.0,18.0,2020-11-11,136794.2284869184,2447200.0,InsightMax Insights Platform,128800,Innovative Partners 78,71232.0,"Roxas Blvd, Barangay 123, Pasig, Philippines",Pasig,128800,11,2020,Wednesday,0,0,Standard
146.0,82.0,11.0,0.0,2024-05-10,144109.21009185282,156800.0,OptiFlow Automation,156800,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines",Pasig,156800,5,2024,Friday,0,0,Premium
148.0,84.0,4.0,18.0,2023-03-10,126765.33884106192,2217600.0,CustomerScope Insights,123200,Green  Solutions  84,75301.5,"SLEX, Barangay 456, Taguig, Philippines",Taguig,123200,3,2023,Friday,0,0,Standard
